name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_year 
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-5 c,662,5.73 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-55 b,520,14 Earths,13.519,2016
K2-57 b,862,5.06 Earths,14.414,2016
K2-58 b,593,7.65 Earths,12.415,2016
K2-58 c,593,3.26 Earths,12.415,2016
K2-58 d,593,3.57 Earths,12.415,2016
K2-59 b,1016,6.39 Earths,14.266,2016
K2-59 c,1016,5.9 Earths,14.266,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-5 c,662,5.73 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-84 c,929,4.78 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-86 b,844,4.5 Earths,13.041,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-88 b,361,2.04 Earths,15.523,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1316,12.5 Earths,14.801,2015
K2-8 c,1316,6.39 Earths,14.801,2016
K2-90 b,438,7.27 Earths,13.707,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
KELT-20 b,445,3.382 Jupiters,7.59,2017
KELT-21 b,1536,3.91 Jupiters,10.484,2018
KELT-23 A b,412,0.938 Jupiters,10.308,2019
KELT-24 b,315,5.18 Jupiters,8.34,2019
KELT-2 A b,437,1.7 Jupiters,8.68,2012
KELT-3 b,686,1.94 Jupiters,9.816,2013
KELT-4 A b,711,0.902 Jupiters,9.98,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
KELT-6 c,785,3.71 Jupiters,10.371,2015
KELT-7 b,446,1.39 Jupiters,8.56,2015
KELT-8 b,644,0.66 Jupiters,10.845,2015
KELT-9 b,667,2.88 Jupiters,7.55,2017
Kepler-1000 b,3639,20.3 Earths,13.23,2016
Kepler-1001 b,3030,10.1 Earths,15.582,2016
Kepler-1001 c,3030,3.11 Earths,15.582,2020
Kepler-1002 b,1332,3.57 Earths,11.821,2016
Kepler-1003 b,3072,3.82 Earths,14.132,2016
Kepler-1004 b,3760,32.5 Earths,13.705,2016
Kepler-1005 b,1852,2.86 Earths,13.371,2016
Kepler-1006 b,3529,2.99 Earths,14.467,2016
Kepler-1007 b,1191,2.67 Earths,14.981,2016
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1016 b,4576,5.39 Earths,15.531,2016
Kepler-1016 c,4576,13.1 Earths,15.531,2016
Kepler-1017 b,1801,4.62 Earths,14.315,2016
Kepler-1018 b,3295,7.18 Earths,15.103,2016
Kepler-1019 b,633,2.73 Earths,13.882,2016
Kepler-101 b,3027,0.16 Jupiters,13.7,2014
Kepler-101 c,3027,3.78 Earths,13.7,2014
Kepler-1020 b,1355,5.82 Earths,14.211,2016
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1038 c,1905,2.59 Earths,15.03,2021
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1038 c,1905,2.59 Earths,15.03,2021
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1044 b,4172,7.61 Earths,15.478,2016
Kepler-1045 b,3074,7.7 Earths,15.879,2016
Kepler-1046 b,2354,3.57 Earths,13.347,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1073 d,2642,2.82 Earths,14.749,2021
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1073 d,2642,2.82 Earths,14.749,2021
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1073 d,2642,2.82 Earths,14.749,2021
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 b,1716,3.51 Earths,12.543,2014
Kepler-107 c,1716,9.39 Earths,12.543,2014
Kepler-107 d,1716,3.8 Earths,12.543,2014
Kepler-107 e,1716,8.6 Earths,12.543,2014
Kepler-1080 b,4511,10.8 Earths,13.486,2016
Kepler-1081 b,1371,1.01 Earths,13.827,2016
Kepler-1082 b,2412,1.46 Earths,13.444,2016
Kepler-1083 b,2944,11.2 Earths,16.103,2016
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
Kepler-1085 c,4451,10.7 Earths,15.273,2020
Kepler-1086 b,1520,6.53 Earths,16.002,2016
Kepler-1086 c,1520,8.96 Earths,16.002,2016
Kepler-1087 b,1183,0.165 Earths,12.973,2016
Kepler-1088 b,915,2.6 Earths,11.472,2016
Kepler-1089 b,846,4.01 Earths,16.233,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1090 c,2801,10.9 Earths,15.31,2021
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-1098 b,3422,2.24 Earths,14.886,2016
Kepler-1099 b,3336,8.4 Earths,15.137,2016
Kepler-109 b,1549,7.3 Earths,12.398,2014
Kepler-109 c,1549,21.8 Earths,12.398,2014
Kepler-10 b,605,4.60853 Earths,11.043,2011
Kepler-10 c,605,7.37 Earths,11.043,2011
Kepler-1100 b,2263,3.71 Earths,13.952,2016
Kepler-1101 b,2422,6.66 Earths,15.156,2016
Kepler-1102 b,4065,7.56 Earths,14.928,2016
Kepler-1103 b,4345,5.77 Earths,14.294,2016
Kepler-1104 b,1731,2.04 Earths,12.125,2016
Kepler-1105 b,1037,4.7 Earths,15.315,2016
Kepler-1106 b,3558,3.36 Earths,14.863,2016
Kepler-1107 b,1399,2.36 Earths,14.315,2016
Kepler-1108 b,2504,2.73 Earths,15.132,2016
Kepler-1109 b,2235,5.43 Earths,14.405,2016
Kepler-110 b,1913,4.01 Earths,13.003,2014
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
